id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
ACZT10025H_9673,"HORSE LEG TABLE DÉCOR","size: LARGE, color: YELLOW +BRONZE +WHITE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/ACZT10025H.jpg,https://staging.alhuzaifa.slz.io/shop/horse-leg-table-decor/?attribute_pa_size=large&attribute_pa_color=yellow-bronze-white-2,"ACCENTS, ACCESSORIES","Al Huzaifa Furniture UAE",640AED,in stock,wc_post_id_9669,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9669&variation_id=9673&attribute_pa_size=large&attribute_pa_color=yellow-bronze-white-2,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/ACZT10026H.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,480AED,new,published,,"size:SMALL/LARGE:LARGE,color:YELLOW +BRONZE +WHITE:YELLOW +BRONZE +WHITE"
ACZT10026H_9674,"HORSE LEG TABLE DÉCOR","size: SMALL, color: YELLOW +BRONZE +WHITE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/ACZT10026H.jpg,https://staging.alhuzaifa.slz.io/shop/horse-leg-table-decor/?attribute_pa_size=small&attribute_pa_color=yellow-bronze-white-2,"ACCENTS, ACCESSORIES","Al Huzaifa Furniture UAE",295AED,in stock,wc_post_id_9669,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9669&variation_id=9674&attribute_pa_size=small&attribute_pa_color=yellow-bronze-white-2,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,220AED,new,published,default,"size:SMALL/LARGE:SMALL,color:YELLOW +BRONZE +WHITE:YELLOW +BRONZE +WHITE"
ACYJYF0397_9662,"CANDLE HOLDER MARBLE & GOLD","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/ACYJYF0397.jpg,https://staging.alhuzaifa.slz.io/shop/candle-stick-marble-gold/?attribute_pa_size=large,"ACCENTS, ACCESSORIES","Al Huzaifa Furniture UAE",545AED,in stock,wc_post_id_9661,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9661&variation_id=9662&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/ACYJYF0398.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,410AED,new,published,,"size:SMALL/LARGE:LARGE"
ACYJYF0398_9663,"CANDLE HOLDER MARBLE & GOLD","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/ACYJYF0397.jpg,https://staging.alhuzaifa.slz.io/shop/candle-stick-marble-gold/?attribute_pa_size=small,"ACCENTS, ACCESSORIES","Al Huzaifa Furniture UAE",290AED,in stock,wc_post_id_9661,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9661&variation_id=9663&attribute_pa_size=small,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/ACYJYF0398.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,215AED,new,published,default,"size:SMALL/LARGE:SMALL"
AC12023_9659,"VASE WITH GOLD TOP","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/AC12022.jpg,https://staging.alhuzaifa.slz.io/shop/glassward-table-decor-glass-with-copper-2/?attribute_pa_size=large,"ACCENTS, ACCESSORIES","Al Huzaifa Furniture UAE",200AED,in stock,wc_post_id_9657,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9657&variation_id=9659&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/AC12022-1.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,150AED,new,published,,"size:SMALL/LARGE:LARGE"
AC12022_9660,"VASE WITH GOLD TOP","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/AC12023.jpg,https://staging.alhuzaifa.slz.io/shop/glassward-table-decor-glass-with-copper-2/?attribute_pa_size=small,"ACCENTS, ACCESSORIES","Al Huzaifa Furniture UAE",155AED,in stock,wc_post_id_9657,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9657&variation_id=9660&attribute_pa_size=small,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/AC12022-1.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,115AED,new,published,default,"size:SMALL/LARGE:SMALL"
SSVELAR-BEIBRW_9625,"VELAR SOFA SET","color: Beige + Brown, composition: 3 Seater + 3 Seater + 1 Seater + 1 Seater",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-617036-1-scaled.jpg,https://staging.alhuzaifa.slz.io/shop/velar-sofa-set/?attribute_pa_color=beige-brown&attribute_pa_composition=3-seater-3-seater-1-seater-1-seater,"LIVING, LUXURY, SOFA SETS &amp; SOFAS","Al Huzaifa Furniture UAE",18500AED,in stock,wc_post_id_9624,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9624&variation_id=9625&attribute_pa_color=beige-brown&attribute_pa_composition=3-seater-3-seater-1-seater-1-seater,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-617039-1-scaled.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13875AED,new,published,default,"color:Beige + Brown/Light Grey + Dark Grey:Beige + Brown,composition:3 Seater + 3 Seater + 1 Seater + 1 Seater:3 Seater   3 Seater   1 Seater   1 Seater"
SSVELAR-BEIBRW_11391,"طقم كنب فيلار","color: Beige + Brown, composition: 3 Seater + 3 Seater + 1 Seater + 1 Seater",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-617036-1-scaled.jpg,https://staging.alhuzaifa.slz.io/shop/velar-sofa-set/?attribute_pa_color=beige-brown&attribute_pa_composition=3-seater-3-seater-1-seater-1-seater,"SOFA SETS &amp; SOFAS, LIVING, LUXURY","Al Huzaifa Furniture UAE",18500AED,in stock,wc_post_id_11386,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11386&variation_id=11391&attribute_pa_color=beige-brown&attribute_pa_composition=3-seater-3-seater-1-seater-1-seater,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-617039-1-scaled.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13875AED,new,staging,,"color:beige-brown/light-grey-dark-grey:Beige + Brown,composition:3-seater-3-seater-1-seater-1-seater:3 Seater   3 Seater   1 Seater   1 Seater"
SSKF068CHR+OTT-G3_9599,"TIFANY SWIVEL CHAIR + OTTOMAN","color: LIGHT PINK",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafiajune215250-1-1.jpg,https://staging.alhuzaifa.slz.io/shop/tifany-swivel-chair-ottoman/?attribute_pa_color=light-pink,"LIVING, OCCASIONAL CHAIRS","Al Huzaifa Furniture UAE",5400AED,in stock,wc_post_id_9385,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9385&variation_id=9599&attribute_pa_color=light-pink,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,4050AED,new,published,default,"color:LIGHT PINK/Sky Blue:LIGHT PINK"
SSKF068CHR+OTT-G2_9600,"TIFANY SWIVEL CHAIR + OTTOMAN","color: Sky Blue",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafiajune215255-1.jpg,https://staging.alhuzaifa.slz.io/shop/tifany-swivel-chair-ottoman/?attribute_pa_color=sky-blue,"LIVING, OCCASIONAL CHAIRS","Al Huzaifa Furniture UAE",5400AED,in stock,wc_post_id_9385,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9385&variation_id=9600&attribute_pa_color=sky-blue,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafiajune215250-1-1.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,4050AED,new,published,,"color:LIGHT PINK/Sky Blue:Sky Blue"
SSCAVALLI-04-01_9453,"MARRONE SOFA SET","DELIVERY BY 10TH DECEMBER 
A vision of decadence, Maronne is a seamless amalgam of distinguished characteristics. Velvety soft fawn textile and chocolate brown leather, deep diamond and biscuit tufting to vertical pleats – this sophisticated set is both effortless and exaggerated all at the same time.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-616466-1-scaled.jpg,https://staging.alhuzaifa.slz.io/shop/marrone-sofa-set/,"LIVING, LUXURY, SOFA SETS &amp; SOFAS","Al Huzaifa Furniture UAE",22365AED,in stock,SSCAVALLI-04-01_9453,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9453,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-616469-1-scaled.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-616471-1.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-616472-1-1-scaled.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-616488-1.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/al-huzafia-july-616491-1.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,16775AED,new,published,,
SSLIVA-G2_9455,"Liva Sofa Set","color: Black + Blue, composition: 3+3+1+1 Sofa Set",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/al-huzafia-july-616743-1-scaled.jpg,https://staging.alhuzaifa.slz.io/shop/liva-sofa-set/?attribute_pa_color=black-blue&attribute_pa_composition=3311-sofa-set,"CONTEMPORARY, LIVING, SOFA SETS &amp; SOFAS","Al Huzaifa Furniture UAE",18100AED,in stock,wc_post_id_5151,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=5151&variation_id=9455&attribute_pa_color=black-blue&attribute_pa_composition=3311-sofa-set,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13575AED,new,published,default,"color:Black + Blue/BEIGE + BLACK:Black + Blue,composition:3+3+1+1 Sofa Set:3 3 1 1 Sofa Set"
SSLIVA-G2_12111,"مجموعة كنب ليفا","color: Black + Blue, composition: 3+3+1+1 Sofa Set",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/al-huzafia-july-616743-1-scaled.jpg,https://staging.alhuzaifa.slz.io/shop/liva-sofa-set/?attribute_pa_color=black-blue&attribute_pa_composition=3311-sofa-set,"SOFA SETS &amp; SOFAS, LIVING, CONTEMPORARY","Al Huzaifa Furniture UAE",18100AED,in stock,wc_post_id_12107,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=12107&variation_id=12111&attribute_pa_color=black-blue&attribute_pa_composition=3311-sofa-set,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13575AED,new,staging,,"color:beige-black/black-blue:Black + Blue,composition:3311-sofa-set:3 3 1 1 Sofa Set"
SSNEWQUATRO-G5_9451,"New Quatro Sofa Set","color: BROWN + WALNUT",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/al-huzafia-july-616698-1.jpg,https://staging.alhuzaifa.slz.io/shop/new-quatro-sofa-set/?attribute_pa_color=brown-walnut,"CONTEMPORARY, LIVING, SOFA SETS &amp; SOFAS","Al Huzaifa Furniture UAE",19850AED,in stock,wc_post_id_5149,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=5149&variation_id=9451&attribute_pa_color=brown-walnut,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,14885AED,new,published,,"color:LIGHT BROWN + WALNUT/BROWN + WALNUT:BROWN + WALNUT"
DINT17052S-005-1111_9449,"JERSEY DINING TABLE CERAMIC","Jersey, Art is conventionally placed in frames. Rarely, frames become art. Featured here is a piece of curved frames and planes in brushed brass, intersecting to support an expanse of smoky walnut with white ceramic top . Now ready to be acquired.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/14.jpg,https://staging.alhuzaifa.slz.io/shop/jersey-dining-table-ceramic/,"CONTEMPORARY, DINING, DINING TABLE","Al Huzaifa Furniture UAE",12900AED,in stock,DINT17052S-005-1111_9449,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9449,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,9675AED,new,published,,
SSMY623-4S_9440,"SASHKA CORNER SOFA SET + OTTOMAN","Frame: Solid Rubber Wood+Plywood, 
Fully Upholstered in Fabric. 
Leg: Rubber Wood Black Painted",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/56.jpg,https://staging.alhuzaifa.slz.io/shop/sashka-corner-sofa-set-ottoman/,"CONTEMPORARY, LIVING, SOFA SETS &amp; SOFAS","Al Huzaifa Furniture UAE",9750AED,in stock,SSMY623-4S_9440,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9440,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/54.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/55.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/Rashmi-SASHKA-CORNER-AND-OTTOMAN-Sofa-Model.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,7310AED,new,published,,
SSMY623-4S_12025,"أريكة جانبية ساشكا+مسند قدمين","الإطار: خشب مطاطي صلب + خشب رقائقي ، منجد بالكامل من القماش. أرجل: خشب مطاطي مطلي باللون الأسود",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/56.jpg,https://staging.alhuzaifa.slz.io/shop/sashka-corner-sofa-set-ottoman/,"SOFA SETS &amp; SOFAS, LIVING, CONTEMPORARY","Al Huzaifa Furniture UAE",9750AED,in stock,SSMY623-4S_12025,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=12025,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/54.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/55.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/Rashmi-SASHKA-CORNER-AND-OTTOMAN-Sofa-Model.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,7310AED,new,staging,,
CTE19008_9303,"GLAM SIDE TABLE","304# stainless steel in brushed brass . 
base painted matt black.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/9-5.jpg,https://staging.alhuzaifa.slz.io/shop/glam-side-table/,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",2800AED,in stock,CTE19008_9303,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9303,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/67-1.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/11-4.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2100AED,new,published,,
CTE19008_11972,"طاولة جانبية جلام","ستانلس ستيل 304# بلون نحاسي مصقول قاعدة مطلية باللون الأسود غير اللامع",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/9-5.jpg,https://staging.alhuzaifa.slz.io/shop/glam-side-table/,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",2800AED,in stock,CTE19008_11972,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11972,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/67-1.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/05/11-4.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2100AED,new,staging,,
CTC19002A-1111_9298,"AMALFI COFFEE TABLE SET","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/53.jpg,https://staging.alhuzaifa.slz.io/shop/amalfi-coffee-table-set/?attribute_pa_size=large,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",2990AED,in stock,wc_post_id_9297,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9297&variation_id=9298&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/48.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2240AED,new,published,,"size:SET OF 2/LARGE/SMALL:LARGE"
CTC19002B-1111_9300,"AMALFI COFFEE TABLE SET","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/50.jpg,https://staging.alhuzaifa.slz.io/shop/amalfi-coffee-table-set/?attribute_pa_size=small,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",2895AED,in stock,wc_post_id_9297,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9297&variation_id=9300&attribute_pa_size=small,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/48.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2170AED,new,published,,"size:SET OF 2/LARGE/SMALL:SMALL"
CTC19002A-1111_11902,"طاولة القهوة أمالفي","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/53.jpg,https://staging.alhuzaifa.slz.io/shop/amalfi-coffee-table-set/?attribute_pa_size=large,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",2990AED,in stock,wc_post_id_11900,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11900&variation_id=11902&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/48.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2240AED,new,staging,,"size:large/set-of-2/small:LARGE"
CTC19002B-1111_11905,"طاولة القهوة أمالفي","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/50.jpg,https://staging.alhuzaifa.slz.io/shop/amalfi-coffee-table-set/?attribute_pa_size=small,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",2895AED,in stock,wc_post_id_11900,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11900&variation_id=11905&attribute_pa_size=small,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/48.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2170AED,new,staging,,"size:large/set-of-2/small:SMALL"
CT26FC005-WHITE_9291,"MITCH END TABLE","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/1.jpg,https://staging.alhuzaifa.slz.io/shop/mitch-end-table/?attribute_pa_size=small,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",1945AED,in stock,wc_post_id_9289,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9289&variation_id=9291&attribute_pa_size=small,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/5.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/3.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/4.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1455AED,new,published,,"size:LARGE/SMALL:SMALL"
CT26FC005-WHITE_11987,"طاولة صغيرة ميتش","size: SMALL",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/1.jpg,https://staging.alhuzaifa.slz.io/shop/mitch-end-table/?attribute_pa_size=small,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",1945AED,in stock,wc_post_id_11980,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11980&variation_id=11987&attribute_pa_size=small,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/5.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/3.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/4.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1455AED,new,staging,,"size:large/small:SMALL"
CT26FC003-WHITE_9290,"MITCH END TABLE","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/1.jpg,https://staging.alhuzaifa.slz.io/shop/mitch-end-table/?attribute_pa_size=large,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",1575AED,in stock,wc_post_id_9289,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9289&variation_id=9290&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/5.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/3.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/4.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1180AED,new,published,default,"size:LARGE/SMALL:LARGE"
CT26FC003-WHITE_11986,"طاولة صغيرة ميتش","size: LARGE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/1.jpg,https://staging.alhuzaifa.slz.io/shop/mitch-end-table/?attribute_pa_size=large,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",1575AED,in stock,wc_post_id_11980,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11980&variation_id=11986&attribute_pa_size=large,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/5.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/3.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/4.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/6.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1180AED,new,staging,,"size:large/small:LARGE"
CT26FB008-EBONY_9286,"REMI ROUND SIDE TABLE","color: EBONY + JAZZ WIHTE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/44.jpg,https://staging.alhuzaifa.slz.io/shop/remi-round-side-table/?attribute_pa_color=ebony-jazz-wihte,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",1510AED,in stock,wc_post_id_9285,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9285&variation_id=9286&attribute_pa_color=ebony-jazz-wihte,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,published,,"color:GREY MATT + JAZZ WIHTE/EBONY + JAZZ WIHTE/WALNUT + JAZZ WIHTE:EBONY + JAZZ WIHTE"
CT26FB008-F23_9287,"REMI ROUND SIDE TABLE","color: GREY MATT + JAZZ WIHTE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/47-1.jpg,https://staging.alhuzaifa.slz.io/shop/remi-round-side-table/?attribute_pa_color=grey-matt-jazz-wihte,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",1510AED,in stock,wc_post_id_9285,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9285&variation_id=9287&attribute_pa_color=grey-matt-jazz-wihte,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,published,default,"color:GREY MATT + JAZZ WIHTE/EBONY + JAZZ WIHTE/WALNUT + JAZZ WIHTE:GREY MATT + JAZZ WIHTE"
CT26FB008-V07_9288,"REMI ROUND SIDE TABLE","color: WALNUT + JAZZ WIHTE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43-1.jpg,https://staging.alhuzaifa.slz.io/shop/remi-round-side-table/?attribute_pa_color=walnut-jazz-wihte,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",1510AED,in stock,wc_post_id_9285,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9285&variation_id=9288&attribute_pa_color=walnut-jazz-wihte,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,published,,"color:GREY MATT + JAZZ WIHTE/EBONY + JAZZ WIHTE/WALNUT + JAZZ WIHTE:WALNUT + JAZZ WIHTE"
CT26FB008-EBONY_11996,"طاولة جانبية دائرية ريمي","color: EBONY + JAZZ WIHTE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/44.jpg,https://staging.alhuzaifa.slz.io/shop/remi-round-side-table/?attribute_pa_color=ebony-jazz-wihte,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",1510AED,in stock,wc_post_id_11994,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11994&variation_id=11996&attribute_pa_color=ebony-jazz-wihte,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,staging,,"color:ebony-jazz-wihte/grey-matt-jazz-wihte/walnut-jazz-wihte:EBONY + JAZZ WIHTE"
CT26FB008-F23_11998,"طاولة جانبية دائرية ريمي","color: GREY MATT + JAZZ WIHTE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/47-1.jpg,https://staging.alhuzaifa.slz.io/shop/remi-round-side-table/?attribute_pa_color=grey-matt-jazz-wihte,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",1510AED,in stock,wc_post_id_11994,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11994&variation_id=11998&attribute_pa_color=grey-matt-jazz-wihte,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,staging,,"color:ebony-jazz-wihte/grey-matt-jazz-wihte/walnut-jazz-wihte:GREY MATT + JAZZ WIHTE"
CT26FB008-V07_12000,"طاولة جانبية دائرية ريمي","color: WALNUT + JAZZ WIHTE",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43-1.jpg,https://staging.alhuzaifa.slz.io/shop/remi-round-side-table/?attribute_pa_color=walnut-jazz-wihte,"LIVING, COFFEE &amp; SIDE TABLES","Al Huzaifa Furniture UAE",1510AED,in stock,wc_post_id_11994,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=11994&variation_id=12000&attribute_pa_color=walnut-jazz-wihte,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/43.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1130AED,new,staging,,"color:ebony-jazz-wihte/grey-matt-jazz-wihte/walnut-jazz-wihte:WALNUT + JAZZ WIHTE"
CTLT19059_9284,"ALDIS END TABLE","DELIVERY BY 30TH NOVEMBER 
A timeless piece of uncomplicated yet impressive design, Aldis’ clean architectural legs float a beautifully veined marble top. Its simple elegance makes a profound statement.",https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/39.jpg,https://staging.alhuzaifa.slz.io/shop/aldis-end-table/,"COFFEE &amp; SIDE TABLES, LIVING","Al Huzaifa Furniture UAE",2385AED,in stock,CTLT19059_9284,https://staging.alhuzaifa.slz.io/cart/?add-to-cart=9284,"https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/40.jpg,https://staging.alhuzaifa.slz.io/wp-content/uploads/2020/07/42.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,1785AED,new,published,,
